type,query,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,text
RT,#texasfreeze,RoshinRowjee,757,553,68,20182,xmvisions,45,145,0,2448,RT @xmvisions: #TexasWinterStorm2021 #texaspoweroutage #TexasFreeze hold the right accountable for their failure to keep rhe power on https…
RT,#texasfreeze,pookoo_2000,1740,1205,24,405465,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
Tweet,#texasfreeze,Jahhhhflo,4,53,0,17,Jahhhhflo,77465,239,190,27072,Everyone report this racist evil women the things she post and says is truly disgusting I can’t believe we live in… https://t.co/fGDwGFoQxf
RT,#texasfreeze,SusanSuemas1226,216,373,0,2233,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,nlbeautiful,39,298,0,330,NEAnimalShelter,3553,120,62,2664,"RT @NEAnimalShelter: It's important to check in with your friends while on a lifesaving journey! Our fleet is en route to Texas, and while…"
RT,#texasfreeze,DanielBena10,241,1665,0,19569,BelarminoT21,3363,4930,176,35487,"RT @BelarminoT21: Amazing how in one week millions of us will forever appreciate the luxury of having running water for our restrooms, safe…"
RT,#texasfreeze,nlbeautiful,39,298,0,330,NEAnimalShelter,3553,120,62,2664,RT @NEAnimalShelter: We just want to take a road trip with YOU! @MspcaAngell ❤️🚐. #TexasFreeze #Texas https://t.co/CC6WME1cOq
RT,#texasfreeze,virgalleg,2042,5000,36,128922,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,_I_Love_Snowmen,202,698,0,3015,EvaEsp,177,743,8,26665,"RT @EvaEsp: @lacadri34 @JohnCornyn why were you at a resort in Palm Beach, Florida with the person you worship instead of with Texans  who…"
RT,#texasfreeze,madamecrab,11329,10429,84,266687,NeysaJosephOrr,908,2148,0,3400,RT @NeysaJosephOrr: @joanwalsh @JohnCornyn It appears that @JohnCornyn spent the #TexasFreeze at the CPAC fundraiser w/@laurenboebert &amp; @Ma…
Tweet,#texasfreeze,CTH73,1417,1600,17,46505,CTH73,908,2148,0,3400,"What isn’t illegal but feels like it should be 💀🥶🥵

#Snowvid21 #TexasFreeze https://t.co/q62HV3sdyE"
RT,#texasfreeze,MYtruthMYtweet,301,239,16,86832,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,WSU_Noel_Schulz,4053,1909,86,23813,Alekhya_Datta,1079,5002,20,23410,"RT @Alekhya_Datta: .@bradj_TX from @TheTexanNews will deliver a virtual talk on recent issues in #Texas power grid, today evening at IST 7p…"
RT,#texasfreeze,PFRobillard,187,774,2,4859,Mac72Terry,35847,33560,45,12612,"RT @Mac72Terry: Try telling the people of Texas about global warming!!  🙄🙄Prayers to Texas, We love you!  #texaspoweroutage #TexasFreeze #T…"
RT,#texasfreeze,CRodMx,174,1159,29,16261,jwharris,9545,2745,194,1028,RT @jwharris: So many leaders and entities failed us last week - from locals to the state. You bet I’m mad as hell. Stories like this one n…
RT,#texasfreeze,Seacretsoc1,1111,771,69,295332,AnAct4Progress,4735,1358,59,13932,"RT @AnAct4Progress: @RepColinAllred thank you for your statement.  Ultimately, it is the responsibility of those we elected to ensure the h…"
RT,#texasfreeze,lawgrade,170,273,2,56388,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,roseklaassen,345,831,2,20140,smokeinpeaceUSA,46740,46807,78,11549,"RT @smokeinpeaceUSA: I bet Texans believe in climate change NOW.
#TexasFreeze"
RT,#texasfreeze,ShannonForTrump,9013,8761,19,82209,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,TazKHC,2291,1168,110,281989,indivisibleHOU,5874,1076,124,18900,RT @indivisibleHOU: The system that froze us to death was implemented and defended by the Texas Republican Party. If it had been another ve…
RT,#texasfreeze,cuffbalboa,2349,1593,16,36671,jwharris,9545,2745,194,1028,RT @jwharris: So many leaders and entities failed us last week - from locals to the state. You bet I’m mad as hell. Stories like this one n…
Tweet,#texasfreeze,jwharris,9545,2745,194,1028,jwharris,9545,2745,194,1028,So many leaders and entities failed us last week - from locals to the state. You bet I’m mad as hell. Stories like… https://t.co/AtbGAykDO9
Tweet,#texasfreeze,LancePinnick,1,2,0,6,LancePinnick,9545,2745,194,1028,"Fiist ever short film out tomorrow link below! #shortfilm #texas #texasfreeze

https://t.co/TjOjm2bFXp"
RT,#texasfreeze,4_kidney,864,1292,7,1356,GorayaNim,490,241,6,951,"RT @GorayaNim: Tears and pain in #ESKDpatients
#Nodialysis
#Nopower  #Nowater
#Slept in cars 
Home PD patients warmed bags in cars.
And if…"
RT,#texasfreeze,Ponderonian,83,415,6,5734,iluvMarthasVY,15045,17022,992,142341,RT @iluvMarthasVY: Good!  They should all resign!!@ERCOT_ISO #TexasFreeze #TexasStrong
Tweet,#texasfreeze,NewsNOWFOX,2572,77,15,1305,NewsNOWFOX,15045,17022,992,142341,"Multiple ERCOT Board Members resign over winter weather fallout, @rashivats with the latest⬇️… https://t.co/iizPKK2iq7"
RT,#texasfreeze,kdow5703,6451,6182,0,27864,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
Tweet,#texasfreeze,simms3710,1722,3296,34,136671,simms3710,77465,239,190,27072,@DaniD2021 Yea..but not after #TexasFreeze  #TexasWinterStorm2021
RT,#texasfreeze,AmmieApril,2160,734,42,71677,ArtographyByPsw,1046,809,78,26176,RT @ArtographyByPsw: Here's my 3 year old grandaughter Allie. A Texan ANGEL making a #snow #Angel it doesnt snow in (most of) #Texas Pretty…
Tweet,#texasfreeze,Blockchain4gov,60,1305,2,2222,Blockchain4gov,1046,809,78,26176,#policenews #police #PoliceReform #PoliceAccountability #PoliceReformNow #PoliceState #texas #TexasFreeze… https://t.co/m7aQ8CIXSx
RT,#texasfreeze,ExtinctionR_SV,5274,596,82,5348,PeteDominick,42724,3460,775,59766,"RT @PeteDominick: I spoke with my friend the brilliant @MichaelEMann on today's @StandUpWithPete about his new book ""The New Climate War"" a…"
RT,#texasfreeze,StopCorpFraud,1739,3164,9,52420,EvaEsp,177,743,8,26665,"RT @EvaEsp: @lacadri34 @JohnCornyn why were you at a resort in Palm Beach, Florida with the person you worship instead of with Texans  who…"
Tweet,#texasfreeze,KallipolisX,4,38,0,681,KallipolisX,177,743,8,26665,"Man, that sucks.  Just wait until the 11-year-old who froze to death in the #TexasFreeze hears about this inconveni… https://t.co/9hiFoMBZlc"
Tweet,#texasfreeze,DesTiNYRaeShell,1356,1531,10,25906,DesTiNYRaeShell,177,743,8,26665,#sweatshirtweather #Cold #USA #TexasFreeze #sweatshirts #sweatshirtlove #Tuesday #winterstorm2021 #BHM… https://t.co/PuLrnUuUaD
Tweet,#texasfreeze,gobysimon,3019,1589,42,4779,gobysimon,177,743,8,26665,@gabbysfishes I can offer frozen-to-death sheepshead... 🤷‍♂️ #TexasFreeze #TexasWinterStorm2021 https://t.co/Gk0PqLIoQY
Tweet,#texasfreeze,Danielle_Elwood,679,563,6,4780,Danielle_Elwood,177,743,8,26665,🆘 - Call the number below to be a voice for the voiceless - @mermaiddogs @TownOfSunnyvale @SunnyvalePolice… https://t.co/ag9P4DPs9y
Tweet,#texasfreeze,md_ritwick,2462,1301,15,936,md_ritwick,177,743,8,26665,#TexasFreeze https://t.co/fFvVasGKsH
RT,#texasfreeze,sephisunset,147,525,4,58320,PoojaOnTV,26791,3489,277,28109,"RT @PoojaOnTV: Houston, y’all... 🤣
https://t.co/VMkZUhA0B2 #Texas #TexasFreeze https://t.co/n6R18i4nyx"
Tweet,#texasfreeze,karawaane,1343,4999,102,25869,karawaane,26791,3489,277,28109,#TexasFreeze https://t.co/eplJvZX5Q4
RT,#texasfreeze,ladybridge,983,4931,74,69862,JREakin,258,647,3,10801,"RT @JREakin: Some board members of @ERCOT_ISO were from the University of Michigan...

They can’t even run a power spread offense – why any…"
RT,#texasfreeze,sephisunset,147,525,4,58320,queen_of__rats,36,18,0,159,RT @queen_of__rats: How I feel carrying my bucket of melted snow water into the bathroom so I can poop #Austin #AustinWater #TexasFreeze ht…
RT,#texasfreeze,brenner_colleen,6172,5705,6,295732,SydneyHdzTV,4902,1278,60,5331,"RT @SydneyHdzTV: #RGV This breaks my heart. Out of more than 40 vegetable crops grown in the Rio Grande Valley, only three are expected to…"
Tweet,#texasfreeze,knewkennedy,991,833,1,6741,knewkennedy,4902,1278,60,5331,#SHSU #PVAMU #TSU #Houston #houstonfreeze #giveback #Donation #gofundme #gofundmedonations #StudentsDeserveBetter… https://t.co/5dDcEOdoEm
RT,#texasfreeze,WisconsinFix,3889,3979,2,146667,sighsqueen1,369,1201,0,2167,RT @sighsqueen1: Is there anything more useful than a tortilla? #TexasFreeze #TexasStrong https://t.co/9NMiO9OhsU
Tweet,#texasfreeze,sighsqueen1,369,1201,0,2167,sighsqueen1,369,1201,0,2167,Is there anything more useful than a tortilla? #TexasFreeze #TexasStrong https://t.co/9NMiO9OhsU
Tweet,#texasfreeze,Aucio,498,739,2,63777,Aucio,369,1201,0,2167,@Reuters Vaya vaya Tacubaya !!! @CenaceMexico @CFEmx #TexasFreeze
RT,#texasfreeze,starrobj,256,607,3,14674,Broad1Big,119,464,1,16304,"RT @Broad1Big: @statesman @janetjanssen While @JohnCornyn golfed in Florida,  @SenTedCruz escaped to Cancun &amp; @KenPaxtonTX took off to Utah…"
Tweet,#texasfreeze,SBeaulieu1970,91,51,2,8006,SBeaulieu1970,119,464,1,16304,"That`s fucking #crazy......god damn #opportunists,#bastard #vultures. Money hungry #PIGS.
$9 000 fucking dollars/me… https://t.co/fgS2BpX9f5"
Tweet,#texasfreeze,IntelligenciaAI,157,391,5,1071,IntelligenciaAI,119,464,1,16304,"Damn, if there's a state that needs taxes more than TX at this time, let me know which it is. Sales tax killed by C… https://t.co/nRgbJQytwB"
Tweet,#texasfreeze,DillSergeant,36,532,0,1048,DillSergeant,119,464,1,16304,Them damn wind turbines fucking up again. #TexasFreeze https://t.co/xNPNYYl9B6
RT,#texasfreeze,ChrisStanton,3031,4947,7,91416,DHStokyo,42628,10872,139,74139,"RT @DHStokyo: Were there ANY Republican politicians in Texas who stayed and helped during the crisis?? 
#TexasFreeze"
RT,#texasfreeze,donnajayess,2915,3221,9,25442,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
RT,#texasfreeze,CupcakeMrs1,1167,1022,3,285105,DHStokyo,42628,10872,139,74139,"RT @DHStokyo: Were there ANY Republican politicians in Texas who stayed and helped during the crisis?? 
#TexasFreeze https://t.co/PorOZAkuJ3"
RT,#texasfreeze,STabbytosavit,35887,35817,9,257426,EvaEsp,177,743,8,26665,"RT @EvaEsp: @lacadri34 @JohnCornyn why were you at a resort in Palm Beach, Florida with the person you worship instead of with Texans  who…"
RT,#texasfreeze,chad3006,243,524,0,16629,cristinafortx,21546,1832,256,7109,"RT @cristinafortx: No amount of money will ever compensate for the life of  11-year-old Cristian Pavon Pineda. 

There needs to be real con…"
RT,#texasfreeze,DistanceLrnBot,1230,0,7,35795,JulieDupuisGME,57,158,2,2148,RT @JulieDupuisGME: Support my student’s emotional health and help them create healthy habits.https://t.co/pv6vBT32jv via @donorschoose #Do…
RT,#texasfreeze,FutrRevolutions,199,2079,20,31019,YourAnonCentral,5901242,845,3576,327163,"RT @YourAnonCentral: Texas weather crisis decentralized aid list, for anyone looking for ways to help or be helped. #TexasFreeze

Aid: http…"
RT,#texasfreeze,BeaugiBear,61,181,0,31346,TedCruzPoodle,4295,392,15,605,"RT @TedCruzPoodle: How about a little love for @HoustonHumane!

They’re helping #petparents during the aftermath of #TexasFreeze.

Please d…"
RT,#texasfreeze,BeaugiBear,61,181,0,31346,TedCruzPoodle,4295,392,15,605,"RT @TedCruzPoodle: Take if you need.
Help if you can.
Please retweet 🙏 
#TexasFreeze 
#TexasPowerOutage 
#TexasWinterStorm2021 https://t.co…"
RT,#texasfreeze,helnfitz,623,389,12,191479,cristinafortx,21546,1832,256,7109,"RT @cristinafortx: No amount of money will ever compensate for the life of  11-year-old Cristian Pavon Pineda. 

There needs to be real con…"
Tweet,#texasfreeze,cledallas,752,1835,1,17640,cledallas,21546,1832,256,7109,@GovAbbott how about the next ERCOT board members you appoint actually reside IN the state of Texas. Not a second p… https://t.co/prRQFZDKqa
Tweet,#texasfreeze,geegeebythesea,5688,6232,8,646607,geegeebythesea,21546,1832,256,7109,"https://t.co/mATKYWGh56

#TexasFreeze #TexasBlackout #texaspoweroutage 
#TedCruzisADisgrace #TedCruzRESIGN"
RT,#texasfreeze,Victor70257731,997,1437,0,15944,SKYRIDER4538,105815,9893,32,210354,"RT @SKYRIDER4538: The MSM says #Biden's approach to #TexasFreeze is ""low key"". Meaning he let people die &amp; didn't do crap!

But oh how they…"
Tweet,#texasfreeze,iluvMarthasVY,15045,17022,992,142341,iluvMarthasVY,105815,9893,32,210354,Good!  They should all resign!!@ERCOT_ISO #TexasFreeze #TexasStrong https://t.co/IwlzwQE0kV
RT,#texasfreeze,EveTheBlindCat,845,137,4,146638,RonJohnsonsSoul,303,995,3,3318,"RT @RonJohnsonsSoul: Because that's going to help Texans forget #TexasFreeze and vote republican.  

I think #CancunCruz let that cat out o…"
Tweet,#texasfreeze,misskitty1209,226,1237,17,1492,misskitty1209,303,995,3,3318,Utterly disgusting. Meanwhile @AOC and @BetoORourke are coordinating efforts addressing immediate needs of Texans s… https://t.co/NXp1Ejjxxm
RT,#texasfreeze,PonteDebra,3558,3694,9,25065,RonJohnsonsSoul,303,995,3,3318,"RT @RonJohnsonsSoul: Because that's going to help Texans forget #TexasFreeze and vote republican.  

I think #CancunCruz let that cat out o…"
Tweet,#texasfreeze,ali_tvz,0,391,0,15349,ali_tvz,303,995,3,3318,"جدا از بحث ضعف شدید زیرساخت های ایالت متحده با اون همه ادعای استکباری که در این رشته به اون پرداخت شده 
میخوام به ی… https://t.co/BKQz1Jlibm"
Tweet,#texasfreeze,eurobikesnob,354,735,2,14953,eurobikesnob,303,995,3,3318,#TexasFreeze  #AbbottFailedTexas @KenPaxtonTX #pos https://t.co/2naiaxH8Pv
Tweet,#texasfreeze,kris_tinae_vans,215,756,10,2163,kris_tinae_vans,303,995,3,3318,"More to share. later.
@colortodiscover 
☘️

 #TexasStrong #texas #TexasFreeze https://t.co/tS63USoOgD"
Tweet,#texasfreeze,JREakin,258,647,3,10801,JREakin,303,995,3,3318,"Some board members of @ERCOT_ISO were from the University of Michigan...

They can’t even run a power spread offens… https://t.co/xD1Ixa5h4n"
Tweet,#texasfreeze,BillGallagher20,761,1656,4,21451,BillGallagher20,303,995,3,3318,"@GOP to #TexasFreeze ......... FU no government help 
You are on your own! Get Texans"
Tweet,#texasfreeze,Katphiche,94,27,6,6799,Katphiche,303,995,3,3318,"@SylvesterTurner @IAmMaryBenton Print/TV media told folks to drip faucets. Lots of entities need to look in mirror,… https://t.co/AqeUzgxTXM"
RT,#texasfreeze,NiceNanC,43,228,0,1649,MattressMack,77465,239,190,27072,"RT @MattressMack: I’m so excited to be featured on tomorrow’s episode of the 
@TheEllenShow! Tune in on KHOU 3PM CST or check your local li…"
Tweet,#texasfreeze,jwcounts,190,112,13,26833,jwcounts,77465,239,190,27072,"Me: “I’m tired of Covid, I’d like to get out of the house more.”

Last week: *happens*

Me: “wait, no”

#TexasFreeze #BurstPipe"
RT,#texasfreeze,FeistyRistey,4979,5278,47,2912,TxEnergyReport,1389,354,60,3211,RT @TxEnergyReport: Texas electricity grid operator ERCOT board members resign #txlege #TexasFreeze #TexasPowerOutage #TexasBlackout #Texas…
RT,#texasfreeze,ni_shuna,172,280,0,115,mclott,4596,1127,367,20559,"RT @mclott: “We are struggling to come to grips with the reality that gas came up short and let us down when we needed it most,” said @Mich…"
Tweet,#texasfreeze,simms3710,1722,3296,34,136671,simms3710,4596,1127,367,20559,Thank u @MoveOn for my @VP  sticker ..I needed 2 see this after surviving #TexasWinterStorm2021  #TexasFreeze… https://t.co/zKka6o2uzP
RT,#texasfreeze,JanetFotta,3171,3847,0,7946,EvaEsp,177,743,8,26665,"RT @EvaEsp: @lacadri34 @JohnCornyn why were you at a resort in Palm Beach, Florida with the person you worship instead of with Texans  who…"
Tweet,#texasfreeze,BrelazMichelle,267,363,1,23734,BrelazMichelle,177,743,8,26665,"@CraigCaplan @JohnCornyn A friendly message to @JohnCornyn that Texans are coming for you in 2022. 
Pack your bags… https://t.co/rsEUZ4Ygb2"
RT,#texasfreeze,Texasdem1,1909,4995,1,55834,KarenAttiah,234209,8247,2188,77268,"RT @KarenAttiah: ""But what really has brought my home state to its knees is a chilling mix of unfettered deregulation, partisan gaslighting…"
